         87054601 function calls (85851824 primitive calls) in 16.283 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.003    0.003 compression_support.py:1(<module>)
        1    0.000    0.000    0.004    0.004 hashing.py:1(<module>)
    29/27    0.000    0.000    0.001    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 contexts.py:1(<module>)
        1    0.000    0.000    0.003    0.003 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:175(SeriesGroupBy)
        1    0.000    0.000    0.000    0.000 generic.py:780(DataFrameGroupBy)
       17    0.000    0.000    0.000    0.000 dtypes.py:1185(construct_from_string)
       58    0.000    0.000    0.000    0.000 typing.py:729(<genexpr>)
       10    0.000    0.000    0.000    0.000 __init__.py:1447(__init__)
       11    0.000    0.000    0.000    0.000 linecache.py:36(getlines)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:150(dirname)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 defchararray.py:1804(chararray)
        1    0.000    0.000    0.001    0.001 rdatatype.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 hello.py:64(Hello)
        1    0.000    0.000    0.000    0.000 accessor.py:15(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 son.py:48(SON)
        2    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 string_arrow.py:1(<module>)
       17    0.000    0.000    0.000    0.000 dtypes.py:754(construct_from_string)
       14    0.000    0.000    0.000    0.000 array_ops.py:402(get_array_op)
        2    0.000    0.000    0.000    0.000 _decorators.py:344(decorate)
       46    0.000    0.000    0.000    0.000 six.py:108(__init__)
       81    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 client_options.py:178(__init__)
        1    0.000    0.000    0.000    0.000 message.py:373(get_message)
        2    0.000    0.000    0.000    0.000 _strptime.py:83(<listcomp>)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
        2    0.000    0.000    0.002    0.001 methods.py:48(add_flex_arithmetic_methods)
        9    0.000    0.000    0.000    0.000 name.py:359(__hash__)
        6    0.000    0.000    0.000    0.000 __init__.py:456(flex_comp_method_FRAME)
        1    0.000    0.000    0.002    0.002 rdata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:215(__init_subclass__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1994(Chebyshev)
        1    0.000    0.000    0.001    0.001 decimal128.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:1(<module>)
       82    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.001    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:513(format)
        1    0.000    0.000    0.000    0.000 operations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _normalize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:747(Popen)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:149(_set_up_aliases)
        1    0.000    0.000    0.001    0.001 from_dataframe.py:1(<module>)
        1    0.000    0.000    0.010    0.010 cursor.py:1037(__send_message)
        1    0.000    0.000    0.002    0.002 mgofetcher.py:11(__init__)
        1    0.000    0.000    0.009    0.009 mongo_client.py:1324(_cmd)
        1    0.000    0.000    0.000    0.000 datetimes.py:113(DatetimeIndex)
       14    0.000    0.000    0.000    0.000 name.py:266(_validate_labels)
       67    0.000    0.000    0.000    0.000 enum.py:779(<genexpr>)
        2    0.000    0.000    0.000    0.000 _strptime.py:91(<listcomp>)
        1    0.000    0.000    0.002    0.002 charset.py:1(<module>)
       11    0.000    0.000    0.000    0.000 nanops.py:75(__init__)
       11    0.000    0.000    0.000    0.000 nanops.py:82(__call__)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1283(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 fields.py:74(<dictcomp>)
       57    0.000    0.000    0.000    0.000 enum.py:92(_is_single_bit)
        1    0.000    0.000    0.001    0.001 hello.py:1(<module>)
        1    0.000    0.000    0.003    0.003 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
        1    0.000    0.000    0.002    0.002 tac_cfg.py:1(<module>)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       59    0.000    0.000    0.000    0.000 _decorators.py:461(__init__)
        1    0.000    0.000    0.000    0.000 read_preferences.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:315(_subx)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(LocationParseError)
        1    0.000    0.000    0.000    0.000 printing.py:1(<module>)
       15    0.000    0.000    0.000    0.000 extensions.py:73(_make_sequence_methods)
       18    0.000    0.000    0.000    0.000 base.py:423(register_extension_dtype)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:1544(return_socket)
        6    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 command_cursor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:1(<module>)
       24    0.000    0.000    0.000    0.000 generic.py:114(generate_property)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 _mixins.py:96(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
        1    0.000    0.000    0.011    0.011 general_name.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:1(<module>)
       29    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        1    0.000    0.000    0.002    0.002 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
       29    0.000    0.000    0.000    0.000 nanops.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 pool.py:974(_create_connection)
        5    0.000    0.000    0.000    0.000 __init__.py:882(__init__)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 managers.py:91(BaseBlockManager)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scope.py:1(<module>)
        4    0.000    0.000    0.000    0.000 locale.py:479(_parse_localename)
        1    0.000    0.000    0.000    0.000 period.py:79(PeriodIndex)
        6    0.000    0.000    0.000    0.000 read_preferences.py:105(__init__)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:1(<module>)
       29    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        9    0.000    0.000    0.000    0.000 parse.py:786(__getattr__)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 pytables.py:3265(Table)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.069    0.069 srv_resolver.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2946(_update_from)
        1    0.000    0.000    0.000    0.000 mongo_client.py:839(_init_background)
        2    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       18    0.000    0.000    0.000    0.000 dataclasses.py:828(_set_new_attribute)
        1    0.000    0.000    0.000    0.000 regex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 op.py:43(OpView)
        1    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 raw_bson.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _tzpath.py:1(<module>)
       16    0.000    0.000    0.000    0.000 doc.py:117(window_agg_numba_parameters)
        1    0.000    0.000    0.000    0.000 expr.py:327(f)
        1    0.000    0.000    0.001    0.001 engines.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1258(__mro_entries__)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:715(TarInfo)
        1    0.000    0.000    0.000    0.000 _oid.py:13(ExtensionOID)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__enter__)
        1    0.000    0.000    0.000    0.000 topology_description.py:51(__init__)
      2/1    0.000    0.000    0.010    0.010 _csot.py:98(csot_wrapper)
        1    0.000    0.000    0.000    0.000 change_stream.py:84(ChangeStream)
        1    0.000    0.000    0.000    0.000 message.py:120(Message)
        1    0.000    0.000    0.000    0.000 models.py:23(CharsetMatch)
        1    0.000    0.000    0.000    0.000 base_parser.py:79(ParserBase)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:56(Traversable)
        1    0.000    0.000    0.000    0.000 ops.py:718(BaseGrouper)
        1    0.000    0.000    0.002    0.002 objectid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:1413(GeneralNames)
        1    0.000    0.000    0.000    0.000 ops.py:104(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 dtypes.py:122(CategoricalDtype)
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 category.py:55(CategoricalIndex)
       10    0.000    0.000    0.001    0.000 extras.py:234(__init__)
        8    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 base.py:324(CertificateRevocationList)
        2    0.000    0.000    0.000    0.000 sysconfig.py:118(joinuser)
       19    0.000    0.000    0.000    0.000 enum.py:1347(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2254(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 groupby.py:627(BaseGroupBy)
       15    0.000    0.000    0.000    0.000 _internal.py:918(npy_ctypes_check)
       19    0.000    0.000    0.000    0.000 typing.py:2374(get_origin)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _core.py:625(PlotAccessor)
        6    0.000    0.000    0.000    0.000 categorical.py:131(_cat_compare_op)
        1    0.000    0.000    0.000    0.000 rolling.py:918(Window)
        1    0.000    0.000    0.000    0.000 pathlib.py:455(PurePath)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 client_session.py:463(ClientSession)
       24    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        7    0.000    0.000    0.000    0.000 _immutable_ctx.py:58(ncls)
        1    0.000    0.000    0.000    0.000 tz.py:1590(nocache)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f4a99f6d9e0}
        6    0.000    0.000    0.000    0.000 nanops.py:111(__call__)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
      166    0.000    0.000    0.000    0.000 inspect.py:2733(default)
       17    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        1    0.000    0.000    0.000    0.000 extensions.py:1502(SubjectAlternativeName)
       19    0.000    0.000    0.000    0.000 enum.py:1337(_iter_member_by_value_)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 database.py:229(__getitem__)
        1    0.000    0.000    0.000    0.000 collection.py:116(__init__)
       26    0.000    0.000    0.000    0.000 accessor.py:92(_create_delegator_method)
        1    0.000    0.000    0.010    0.010 mongo_client.py:1418(_retryable_read)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
       10    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
       20    0.000    0.000    0.000    0.000 config.py:846(<listcomp>)
       20    0.000    0.000    0.000    0.000 __init__.py:228(_acquireLock)
       14    0.000    0.000    0.000    0.000 _immutable_ctx.py:62(__init__)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:411(realpath)
       17    0.000    0.000    0.000    0.000 dtype.py:125(construct_from_string)
        1    0.000    0.000    0.002    0.002 sysconfig.py:709(get_config_var)
        2    0.000    0.000    0.001    0.000 topology.py:540(_check_session_support)
        1    0.000    0.000    0.001    0.001 hashes.py:1(<module>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1843(_split_scope_id)
        4    0.000    0.000    0.000    0.000 locale.py:593(getlocale)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1076(poly1d)
    17/14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1311(__iter__)
       18    0.000    0.000    0.000    0.000 base.py:465(register)
